counterparty,actor_category,crises,n_crises,n_transactions,total_amount,early_access,top_quartile_scale,intermediary_role,centrality_norm,recurrence_norm,cross_crisis_norm,information_channel_score
Lom Bunudti Soms & Co,unknown,1866,1,1,5906.4,1,0,0,0.0006,0.0038,0.0,0.2007
Truman Hitchcock & Co,unknown,1866,1,1,7045.3,1,0,0,0.0007,0.0038,0.0,0.2007
Tamvaco Michrulachi,unknown,1857,1,1,5762.3,1,0,0,0.0006,0.0038,0.0,0.2007
Rob Clouter,unknown,1847,1,1,786.2,1,0,0,0.0001,0.0038,0.0,0.2006
Teument & Co,unknown,1857,1,1,283.5,1,0,0,0.0,0.0038,0.0,0.2006
White Greenwell,unknown,1847,1,1,697.1,1,0,0,0.0001,0.0038,0.0,0.2006
Tevan Kamm Tevan,unknown,1857,1,1,930.8,1,0,0,0.0001,0.0038,0.0,0.2006
Taylor & Whalley,unknown,1866,1,1,3290.0,1,0,0,0.0003,0.0038,0.0,0.2006
Tevan Kamon + Tevan,unknown,1857,1,1,636.9,1,0,0,0.0001,0.0038,0.0,0.2006
Walford Fairer & Harrison,unknown,1857,1,1,4386.8,1,0,0,0.0004,0.0038,0.0,0.2006
S. Rich,unknown,1866,1,1,828.0,1,0,0,0.0001,0.0038,0.0,0.2006
Tavell Beddone & Co,unknown,1857,1,1,1029.1,1,0,0,0.0001,0.0038,0.0,0.2006
Tannvaco M & Co,unknown,1847,1,1,2704.7,1,0,0,0.0003,0.0038,0.0,0.2006
T H Biggs,unknown,1857,1,1,79.4,1,0,0,0.0,0.0038,0.0,0.2006
T Knaus & Co,unknown,1866,1,1,330.9,1,0,0,0.0,0.0038,0.0,0.2006
T Lawnde & Co,unknown,1857,1,1,701.2,1,0,0,0.0001,0.0038,0.0,0.2006
T Scott,unknown,1857,1,1,711.6,1,0,0,0.0001,0.0038,0.0,0.2006
T Walker WW,unknown,1847,1,1,1628.0,1,0,0,0.0002,0.0038,0.0,0.2006
R Knaphill,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
P Howard,unknown,1857,1,1,1039.5,1,0,0,0.0001,0.0038,0.0,0.2006
T+D Henry,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
White H,unknown,1847,1,1,1096.8,1,0,0,0.0001,0.0038,0.0,0.2006
P Edwards,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
T. O. Stock & Co,unknown,1866,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
A. M. Peebler & Son,unknown,1866,1,1,650.5,1,0,0,0.0001,0.0038,0.0,0.2006
Rob & Hunter,unknown,1847,1,1,113.4,1,0,0,0.0,0.0038,0.0,0.2006
Tandel + Phillips,unknown,1857,1,1,3047.6,1,0,0,0.0003,0.0038,0.0,0.2006
W Bamondi,unknown,1857,1,1,1074.5,1,0,0,0.0001,0.0038,0.0,0.2006
O. Roberts & Son,unknown,1866,1,1,3689.5,1,0,0,0.0004,0.0038,0.0,0.2006
W Anderson Haut & Co,unknown,1857,1,1,1890.0,1,0,0,0.0002,0.0038,0.0,0.2006
Tho Frefor,unknown,1857,1,1,372.3,1,0,0,0.0,0.0038,0.0,0.2006
Tho Hodgkinson & Co,unknown,1857,1,1,472.5,1,0,0,0.0,0.0038,0.0,0.2006
Tiedenick Tatt,unknown,1857,1,1,283.5,1,0,0,0.0,0.0038,0.0,0.2006
Till & Flegor,unknown,1857,1,1,592.5,1,0,0,0.0001,0.0038,0.0,0.2006
Tj Van Yellen Of Bauks,unknown,1857,1,1,47.2,1,0,0,0.0,0.0038,0.0,0.2006
Raff. Bascones,unknown,1866,1,1,1628.4,1,0,0,0.0002,0.0038,0.0,0.2006
Neacher & Co,unknown,1847,1,1,380.0,1,0,0,0.0,0.0038,0.0,0.2006
Ralli & Co,unknown,1847,1,1,1140.0,1,0,0,0.0001,0.0038,0.0,0.2006
Tuichaw Leatson P & Co,unknown,1857,1,1,2138.5,1,0,0,0.0002,0.0038,0.0,0.2006
W & H Braud & Co,unknown,1857,1,1,2650.5,1,0,0,0.0003,0.0038,0.0,0.2006
Tw Madley & Co,unknown,1857,1,1,1083.9,1,0,0,0.0001,0.0038,0.0,0.2006
Udall John,unknown,1847,1,1,689.7,1,0,0,0.0001,0.0038,0.0,0.2006
W & C Volckman,unknown,1847,1,1,307.2,1,0,0,0.0,0.0038,0.0,0.2006
Redo Doofson & Co,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
Reake & Grove,unknown,1847,1,1,1229.1,1,0,0,0.0001,0.0038,0.0,0.2006
Unwick Son & Co,unknown,1847,1,1,1608.4,1,0,0,0.0002,0.0038,0.0,0.2006
"Unwick, Son & D",unknown,1847,1,1,1017.8,1,0,0,0.0001,0.0038,0.0,0.2006
A & N Nicholls,unknown,1847,1,1,127.3,1,0,0,0.0,0.0038,0.0,0.2006
Vander Willigen Simon,unknown,1866,1,1,1445.3,1,0,0,0.0001,0.0038,0.0,0.2006
Abm Bish,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
Rawlandson V A,unknown,1847,1,1,277.4,1,0,0,0.0,0.0038,0.0,0.2006
Wesainder & Co,unknown,1847,1,1,1900.0,1,0,0,0.0002,0.0038,0.0,0.2006
Thomas Walton,unknown,1857,1,1,166.5,1,0,0,0.0,0.0038,0.0,0.2006
Rehdi & Baldermann,unknown,1857,1,1,3670.8,1,0,0,0.0004,0.0038,0.0,0.2006
Thomas Leamer,unknown,1857,1,1,392.4,1,0,0,0.0,0.0038,0.0,0.2006
Tho Husband & Co,unknown,1857,1,1,1039.5,1,0,0,0.0001,0.0038,0.0,0.2006
Tho Nelson & Son,unknown,1857,1,1,207.9,1,0,0,0.0,0.0038,0.0,0.2006
Tho Thomasset,unknown,1847,1,1,1140.0,1,0,0,0.0001,0.0038,0.0,0.2006
R Von Glehn,unknown,1857,1,1,1143.0,1,0,0,0.0001,0.0038,0.0,0.2006
R howards,unknown,1847,1,1,1009.8,1,0,0,0.0001,0.0038,0.0,0.2006
Robert Froie,unknown,1857,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
Thomas Hodgkinson & Co,unknown,1857,1,1,230.0,1,0,0,0.0,0.0038,0.0,0.2006
Thomas Hodgkinsons & Co,unknown,1857,1,1,235.0,1,0,0,0.0,0.0038,0.0,0.2006
Thomas Lyde,unknown,1866,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
Richard Poppleton,unknown,1866,1,1,1462.0,1,0,0,0.0001,0.0038,0.0,0.2006
Rikiue Bros,unknown,1847,1,1,2320.0,1,0,0,0.0002,0.0038,0.0,0.2006
Norman Nansey,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
Wulff,unknown,1847,1,1,1440.0,1,0,0,0.0001,0.0038,0.0,0.2006
Thomas M Gregor,unknown,1866,1,1,186.1,1,0,0,0.0,0.0038,0.0,0.2006
Nirepen & co,unknown,1847,1,1,1904.5,1,0,0,0.0002,0.0038,0.0,0.2006
Thomas Nalher N N,unknown,1847,1,1,206.3,1,0,0,0.0,0.0038,0.0,0.2006
New Zealand Loans Afe,unknown,1866,1,1,1500.0,1,0,0,0.0001,0.0038,0.0,0.2006
Ridgemont Bros,unknown,1847,1,1,1776.0,1,0,0,0.0002,0.0038,0.0,0.2006
P van de Wall,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
Willaim Pringle,unknown,1847,1,1,708.8,1,0,0,0.0001,0.0038,0.0,0.2006
T D Henry,unknown,1847,1,1,314.7,1,0,0,0.0,0.0038,0.0,0.2006
W Nansey,unknown,1847,1,1,264.0,1,0,0,0.0,0.0038,0.0,0.2006
S A Hodgson,unknown,1857,1,1,120.0,1,0,0,0.0,0.0038,0.0,0.2006
Schwann & Co,unknown,1866,1,1,1999.5,1,0,0,0.0002,0.0038,0.0,0.2006
S & J Peqq,unknown,1866,1,1,551.8,1,0,0,0.0001,0.0038,0.0,0.2006
Runey B,unknown,1847,1,1,285.0,1,0,0,0.0,0.0038,0.0,0.2006
Ruck Son & F,unknown,1847,1,1,1381.9,1,0,0,0.0001,0.0038,0.0,0.2006
Secretan Campbell & Co,unknown,1866,1,1,958.8,1,0,0,0.0001,0.0038,0.0,0.2006
Sermon Bros,unknown,1847,1,1,1815.4,1,0,0,0.0002,0.0038,0.0,0.2006
William Audlace & Sons,unknown,1857,1,1,322.0,1,0,0,0.0,0.0038,0.0,0.2006
Rt Saunders,unknown,1857,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
W. Hi & Andrew Form,unknown,1857,1,1,1937.2,1,0,0,0.0002,0.0038,0.0,0.2006
William Nansey,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
R F & R Swift,unknown,1857,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
Sheen & Leary,unknown,1847,1,1,3291.8,1,0,0,0.0003,0.0038,0.0,0.2006
Williamson,unknown,1847,1,1,606.7,1,0,0,0.0001,0.0038,0.0,0.2006
Shreatfeild L & Codo,unknown,1847,1,1,1506.0,1,0,0,0.0001,0.0038,0.0,0.2006
Rauson Norton & Co,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
Sinckin & Buck,unknown,1847,1,1,775.2,1,0,0,0.0001,0.0038,0.0,0.2006
Sinclair Hamilton & Co,unknown,1857,1,1,1268.7,1,0,0,0.0001,0.0038,0.0,0.2006
S A Moore & Others,unknown,1857,1,1,198.4,1,0,0,0.0,0.0038,0.0,0.2006
S Jacobson,unknown,1847,1,1,567.4,1,0,0,0.0001,0.0038,0.0,0.2006
Smabourne & Bell,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
William Clowes & Sons,unknown,1857,1,1,3436.4,1,0,0,0.0003,0.0038,0.0,0.2006
William Kleen,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
"Pye, Field & Tanqueray",unknown,1866,1,1,2758.9,1,0,0,0.0003,0.0038,0.0,0.2006
S. Lewis & Sons,unknown,1866,1,1,402.7,1,0,0,0.0,0.0038,0.0,0.2006
S Willyams & Co,unknown,1847,1,1,3262.7,1,0,0,0.0003,0.0038,0.0,0.2006
S Vander Willigen,unknown,1857,1,1,1756.3,1,0,0,0.0002,0.0038,0.0,0.2006
W Wausay,unknown,1847,1,1,484.2,1,0,0,0.0,0.0038,0.0,0.2006
"Puice, Coken & Co",unknown,1866,1,1,2704.4,1,0,0,0.0003,0.0038,0.0,0.2006
Sam Parker,unknown,1847,1,1,662.7,1,0,0,0.0001,0.0038,0.0,0.2006
S Ulwich Son & D,unknown,1847,1,1,900.4,1,0,0,0.0001,0.0038,0.0,0.2006
Schaezleil,unknown,1847,1,1,807.5,1,0,0,0.0001,0.0038,0.0,0.2006
Saman & Audont,unknown,1847,1,1,174.8,1,0,0,0.0,0.0038,0.0,0.2006
Samer Ward,unknown,1847,1,1,1973.8,1,0,0,0.0002,0.0038,0.0,0.2006
Prior & Son Co,unknown,1847,1,1,3311.7,1,0,0,0.0003,0.0038,0.0,0.2006
William Chevyt & Co,unknown,1857,1,1,948.5,1,0,0,0.0001,0.0038,0.0,0.2006
A Pollack Erben,unknown,1847,1,1,1079.2,1,0,0,0.0001,0.0038,0.0,0.2006
W T Fasn,unknown,1847,1,1,623.6,1,0,0,0.0001,0.0038,0.0,0.2006
S Phillips & Co,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
William Burnside,unknown,1857,1,1,2177.4,1,0,0,0.0002,0.0038,0.0,0.2006
Sivendell & Baukland,unknown,1857,1,1,756.0,1,0,0,0.0001,0.0038,0.0,0.2006
A Lewis,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
T . O. Stock & Co,unknown,1866,1,1,2350.0,1,0,0,0.0002,0.0038,0.0,0.2006
W H Cox & Sons,unknown,1857,1,1,2914.6,1,0,0,0.0003,0.0038,0.0,0.2006
A Goldson,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
Summers & Son,unknown,1847,1,1,96.9,1,0,0,0.0,0.0038,0.0,0.2006
Parner Sons & Pictoned,unknown,1857,1,1,1606.5,1,0,0,0.0002,0.0038,0.0,0.2006
William,unknown,1847,1,1,1680.8,1,0,0,0.0002,0.0038,0.0,0.2006
Parkinson & Dilchick,unknown,1857,1,1,932.7,1,0,0,0.0001,0.0038,0.0,0.2006
W Hunt & Co,unknown,1866,1,1,1598.0,1,0,0,0.0002,0.0038,0.0,0.2006
Womersley Burts,unknown,1847,1,1,427.5,1,0,0,0.0,0.0038,0.0,0.2006
Parker Son & Picktchef,unknown,1857,1,1,1206.7,1,0,0,0.0001,0.0038,0.0,0.2006
W H & A Scott,unknown,1857,1,1,1472.0,1,0,0,0.0001,0.0038,0.0,0.2006
Wm Clay & Son,unknown,1847,1,1,720.0,1,0,0,0.0001,0.0038,0.0,0.2006
Woolcombe & Co,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
Robt Beattey & Sons,unknown,1857,1,1,529.2,1,0,0,0.0001,0.0038,0.0,0.2006
W Guitealfe,unknown,1847,1,1,1425.0,1,0,0,0.0001,0.0038,0.0,0.2006
P. S. Galitti,unknown,1857,1,1,70.9,1,0,0,0.0,0.0038,0.0,0.2006
W Cofser & Son,unknown,1847,1,1,1326.3,1,0,0,0.0001,0.0038,0.0,0.2006
R J Bayshaw,unknown,1847,1,1,1890.0,1,0,0,0.0002,0.0038,0.0,0.2006
Robinson & Brooking,unknown,1847,1,1,1303.9,1,0,0,0.0001,0.0038,0.0,0.2006
Robert Nuter,unknown,1847,1,1,378.0,1,0,0,0.0,0.0038,0.0,0.2006
Stuart & Son Bros,unknown,1847,1,1,2727.1,1,0,0,0.0003,0.0038,0.0,0.2006
Rofus Bros,unknown,1847,1,1,440.9,1,0,0,0.0,0.0038,0.0,0.2006
R Forte Swift,unknown,1857,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
W Kindle,unknown,1857,1,1,688.0,1,0,0,0.0001,0.0038,0.0,0.2006
Snr Gillian & Co,unknown,1847,1,1,3536.7,1,0,0,0.0003,0.0038,0.0,0.2006
Soanes M J,unknown,1847,1,1,1358.0,1,0,0,0.0001,0.0038,0.0,0.2006
Nate Linds,unknown,1866,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
Spactati & Co,unknown,1847,1,1,2348.4,1,0,0,0.0002,0.0038,0.0,0.2006
Roryemon & Sons,unknown,1847,1,1,1606.5,1,0,0,0.0002,0.0038,0.0,0.2006
A J Schleucher,unknown,1847,1,1,155.0,1,0,0,0.0,0.0038,0.0,0.2006
W Lewell Co,unknown,1847,1,1,250.9,1,0,0,0.0,0.0038,0.0,0.2006
Srordet M Co,unknown,1847,1,1,1931.6,1,0,0,0.0002,0.0038,0.0,0.2006
A J Hill,unknown,1847,1,1,935.0,1,0,0,0.0001,0.0038,0.0,0.2006
Peckanell Bros,unknown,1847,1,1,106.1,1,0,0,0.0,0.0038,0.0,0.2006
Steve Blas,unknown,1857,1,1,2693.2,1,0,0,0.0003,0.0038,0.0,0.2006
A Best,unknown,1847,1,1,306.3,1,0,0,0.0,0.0038,0.0,0.2006
Peter Rackshaw,unknown,1847,1,1,1870.0,1,0,0,0.0002,0.0038,0.0,0.2006
A Cose & Co,unknown,1857,1,1,3327.9,1,0,0,0.0003,0.0038,0.0,0.2006
Pesta Movie,unknown,1857,1,1,614.2,1,0,0,0.0001,0.0038,0.0,0.2006
Pesk Hooie,unknown,1857,1,1,472.5,1,0,0,0.0,0.0038,0.0,0.2006
Perram Jas,unknown,1847,1,1,347.5,1,0,0,0.0,0.0038,0.0,0.2006
Stinton Bard & Co,unknown,1857,1,1,904.4,1,0,0,0.0001,0.0038,0.0,0.2006
Willyams & Co,unknown,1847,1,1,3162.0,1,0,0,0.0003,0.0038,0.0,0.2006
??Se Sons & Co,unknown,1866,1,1,2325.9,1,0,0,0.0002,0.0038,0.0,0.2006
Nash & Gurney,unknown,1847,1,1,22.1,1,0,0,0.0,0.0038,0.0,0.2006
John Kendall,unknown,1847,1,1,681.3,1,0,0,0.0001,0.0038,0.0,0.2006
H Thompson C C,unknown,1847,1,1,95.0,1,0,0,0.0,0.0038,0.0,0.2006
Anderson & Cathay,unknown,1847,1,1,2423.4,1,0,0,0.0002,0.0038,0.0,0.2006
H Joey,unknown,1847,1,1,126.6,1,0,0,0.0,0.0038,0.0,0.2006
H Huith,unknown,1857,1,1,1179.4,1,0,0,0.0001,0.0038,0.0,0.2006
H Hillby & Sons,unknown,1866,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
John Keay Sons Co,unknown,1866,1,1,377.9,1,0,0,0.0,0.0038,0.0,0.2006
John Kelsey,unknown,1847,1,1,43.7,1,0,0,0.0,0.0038,0.0,0.2006
H H Willis,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
H & W Treygon,unknown,1847,1,1,186.2,1,0,0,0.0,0.0038,0.0,0.2006
John Leltham & Co,unknown,1847,1,1,2366.8,1,0,0,0.0002,0.0038,0.0,0.2006
John Lias & Son,unknown,1847,1,1,214.7,1,0,0,0.0,0.0038,0.0,0.2006
H G Buchler & Co,unknown,1847,1,1,402.6,1,0,0,0.0,0.0038,0.0,0.2006
H Eubank,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
H D Tho,unknown,1847,1,1,718.2,1,0,0,0.0001,0.0038,0.0,0.2006
John Pickergsill & Son,unknown,1847,1,1,4000.6,1,0,0,0.0004,0.0038,0.0,0.2006
H C & Cabe,unknown,1857,1,1,465.0,1,0,0,0.0,0.0038,0.0,0.2006
John Courtenay,unknown,1857,1,1,2511.9,1,0,0,0.0002,0.0038,0.0,0.2006
John Brudertt Co,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
H White & Co,unknown,1866,1,1,3246.6,1,0,0,0.0003,0.0038,0.0,0.2006
H. & J. Johnson & Co,unknown,1857,1,1,480.2,1,0,0,0.0,0.0038,0.0,0.2006
Jno McCulcheon,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
H. Varasseus,unknown,1866,1,1,695.6,1,0,0,0.0001,0.0038,0.0,0.2006
Jno Williams & Sons,unknown,1847,1,1,619.7,1,0,0,0.0001,0.0038,0.0,0.2006
Jnr Dowson & Co,unknown,1847,1,1,2748.7,1,0,0,0.0003,0.0038,0.0,0.2006
Jnr J H Pelly,unknown,1847,1,1,1410.0,1,0,0,0.0001,0.0038,0.0,0.2006
Jnr Main,unknown,1847,1,1,1422.2,1,0,0,0.0001,0.0038,0.0,0.2006
H. J. V. Greenway,unknown,1866,1,1,95.9,1,0,0,0.0,0.0038,0.0,0.2006
Jnr Preskoick & Co,unknown,1847,1,1,420.5,1,0,0,0.0,0.0038,0.0,0.2006
Jns Angus,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
Jns Prishock & Co,unknown,1847,1,1,225.9,1,0,0,0.0,0.0038,0.0,0.2006
Jns Rei,unknown,1847,1,1,399.9,1,0,0,0.0,0.0038,0.0,0.2006
Joane Jackson & Co,unknown,1857,1,1,1162.3,1,0,0,0.0001,0.0038,0.0,0.2006
John Barelli,unknown,1857,1,1,1077.9,1,0,0,0.0001,0.0038,0.0,0.2006
H. A Joseph,unknown,1866,1,1,1128.0,1,0,0,0.0001,0.0038,0.0,0.2006
John Bowring,unknown,1847,1,1,2422.4,1,0,0,0.0002,0.0038,0.0,0.2006
H Bettle Parker Co,unknown,1847,1,1,673.7,1,0,0,0.0001,0.0038,0.0,0.2006
John S Baike,unknown,1857,1,1,23.6,1,0,0,0.0,0.0038,0.0,0.2006
Judun Joseph,unknown,1847,1,1,388.2,1,0,0,0.0,0.0038,0.0,0.2006
Josh Dawson & Co,unknown,1847,1,1,2609.6,1,0,0,0.0003,0.0038,0.0,0.2006
Joseph Holl & Co,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
G F Allcock,unknown,1847,1,1,362.9,1,0,0,0.0,0.0038,0.0,0.2006
Joseph Preckorch & Co,unknown,1847,1,1,2137.5,1,0,0,0.0002,0.0038,0.0,0.2006
G C Boy & Co,unknown,1847,1,1,3378.2,1,0,0,0.0003,0.0038,0.0,0.2006
G A & J Swann,unknown,1847,1,1,423.0,1,0,0,0.0,0.0038,0.0,0.2006
Josh & Holl & Co,unknown,1847,1,1,704.9,1,0,0,0.0001,0.0038,0.0,0.2006
Front Co,unknown,1847,1,1,2896.9,1,0,0,0.0003,0.0038,0.0,0.2006
Freinn Kennedy Percival (?),unknown,1857,1,1,921.2,1,0,0,0.0001,0.0038,0.0,0.2006
John Schneider & Co,unknown,1857,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
Frederick Smee,unknown,1866,1,1,65.8,1,0,0,0.0,0.0038,0.0,0.2006
Joshua Jornalvico,unknown,1857,1,1,44.4,1,0,0,0.0,0.0038,0.0,0.2006
J R Glesias,unknown,1847,1,1,376.0,1,0,0,0.0,0.0038,0.0,0.2006
Fred Fratt,unknown,1857,1,1,394.8,1,0,0,0.0,0.0038,0.0,0.2006
Jp Thol & Co,unknown,1857,1,1,344.0,1,0,0,0.0,0.0038,0.0,0.2006
Jphn Prince,unknown,1847,1,1,349.7,1,0,0,0.0,0.0038,0.0,0.2006
Fray & Mc Farlan,unknown,1847,1,1,756.0,1,0,0,0.0001,0.0038,0.0,0.2006
Joseph Gonalaie,unknown,1857,1,1,94.5,1,0,0,0.0,0.0038,0.0,0.2006
G Friend,unknown,1857,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
G. & S. Kiteat,unknown,1914,1,1,408.4,1,0,0,0.0,0.0038,0.0,0.2006
Gallespie M C,unknown,1847,1,1,2880.0,1,0,0,0.0003,0.0038,0.0,0.2006
John Smith,unknown,1866,1,1,186.0,1,0,0,0.0,0.0038,0.0,0.2006
Gould Dowre & M,unknown,1847,1,1,3670.7,1,0,0,0.0004,0.0038,0.0,0.2006
John Walker WW,unknown,1847,1,1,312.6,1,0,0,0.0,0.0038,0.0,0.2006
"Gilmour, Rankin, Strang & Co",unknown,1866,1,1,1305.5,1,0,0,0.0001,0.0038,0.0,0.2006
Gillson Cole & Co,unknown,1866,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
Giesler & Co F,unknown,1847,1,1,1387.1,1,0,0,0.0001,0.0038,0.0,0.2006
Anick & Son,unknown,1847,1,1,1311.3,1,0,0,0.0001,0.0038,0.0,0.2006
Jonail Turner & Co,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
Geo Stevenson Sons,unknown,1847,1,1,1455.0,1,0,0,0.0001,0.0038,0.0,0.2006
Geo Stevenson & Sons,unknown,1847,1,1,2425.9,1,0,0,0.0002,0.0038,0.0,0.2006
Geo Noughton & Sons,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
Geo Keen,unknown,1847,1,1,945.0,1,0,0,0.0001,0.0038,0.0,0.2006
Jones Alex,unknown,1847,1,1,242.5,1,0,0,0.0,0.0038,0.0,0.2006
Geden W H,unknown,1847,1,1,970.0,1,0,0,0.0001,0.0038,0.0,0.2006
Gb Oyates & Son,unknown,1857,1,1,819.3,1,0,0,0.0001,0.0038,0.0,0.2006
Jno James,unknown,1847,1,1,101.6,1,0,0,0.0,0.0038,0.0,0.2006
Jno Gore & Co,unknown,1847,1,1,1634.9,1,0,0,0.0002,0.0038,0.0,0.2006
Jno Gilliat & Co,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
J D Park,unknown,1857,1,1,2019.0,1,0,0,0.0002,0.0038,0.0,0.2006
J W Gibbon,unknown,1857,1,1,378.0,1,0,0,0.0,0.0038,0.0,0.2006
J W Laird,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
J Draeon & Co,unknown,1847,1,1,1855.0,1,0,0,0.0002,0.0038,0.0,0.2006
J nr Lilley,unknown,1847,1,1,163.2,1,0,0,0.0,0.0038,0.0,0.2006
J+A Crocker,unknown,1847,1,1,2100.9,1,0,0,0.0002,0.0038,0.0,0.2006
J+G Boyd & Co,unknown,1847,1,1,3937.5,1,0,0,0.0004,0.0038,0.0,0.2006
J Dickinson J & A,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
J D Dow,unknown,1857,1,1,139.5,1,0,0,0.0,0.0038,0.0,0.2006
Jno Fettham & Co,unknown,1847,1,1,262.2,1,0,0,0.0,0.0038,0.0,0.2006
J C Shackleton,unknown,1847,1,1,141.8,1,0,0,0.0,0.0038,0.0,0.2006
J. Ballauce & Son,unknown,1866,1,1,40.4,1,0,0,0.0,0.0038,0.0,0.2006
J. Bennock & Co,unknown,1866,1,1,1862.1,1,0,0,0.0002,0.0038,0.0,0.2006
J C Jacobson,unknown,1847,1,1,235.0,1,0,0,0.0,0.0038,0.0,0.2006
J Bunn,unknown,1847,1,1,410.1,1,0,0,0.0,0.0038,0.0,0.2006
J Brocker,unknown,1847,1,1,536.8,1,0,0,0.0001,0.0038,0.0,0.2006
Alich Bros,unknown,1847,1,1,977.6,1,0,0,0.0001,0.0038,0.0,0.2006
J W Courtman,unknown,1847,1,1,3306.0,1,0,0,0.0003,0.0038,0.0,0.2006
J Usbounr J M,unknown,1847,1,1,3583.9,1,0,0,0.0003,0.0038,0.0,0.2006
Alfred Stram,unknown,1866,1,1,110.9,1,0,0,0.0,0.0038,0.0,0.2006
J Tharp,unknown,1847,1,1,405.8,1,0,0,0.0,0.0038,0.0,0.2006
J Meier,unknown,1847,1,1,357.1,1,0,0,0.0,0.0038,0.0,0.2006
J Lheais & Sons,unknown,1847,1,1,1605.6,1,0,0,0.0002,0.0038,0.0,0.2006
J Lausseure Jnr,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
J Laussense,unknown,1847,1,1,282.0,1,0,0,0.0,0.0038,0.0,0.2006
J Hart & Son,unknown,1847,1,1,3940.5,1,0,0,0.0004,0.0038,0.0,0.2006
J H Potter,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
J Sharp,unknown,1847,1,1,133.9,1,0,0,0.0,0.0038,0.0,0.2006
J H Pelly,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
J Simpson,unknown,1857,1,1,217.3,1,0,0,0.0,0.0038,0.0,0.2006
J H N Loundes & Co,unknown,1857,1,1,1374.0,1,0,0,0.0001,0.0038,0.0,0.2006
J T Burrell,unknown,1847,1,1,362.8,1,0,0,0.0,0.0038,0.0,0.2006
J Greaves,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
J G Marzetti,unknown,1847,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
J Frederick Son & Co,unknown,1847,1,1,1611.2,1,0,0,0.0002,0.0038,0.0,0.2006
J T Thol & Co,unknown,1847,1,1,850.5,1,0,0,0.0001,0.0038,0.0,0.2006
J. H. Dant,unknown,1866,1,1,376.0,1,0,0,0.0,0.0038,0.0,0.2006
J & B Peade & Co,unknown,1866,1,1,1314.1,1,0,0,0.0001,0.0038,0.0,0.2006
J. L. Minel,unknown,1866,1,1,165.4,1,0,0,0.0,0.0038,0.0,0.2006
Havenith & Co,unknown,1857,1,1,3870.0,1,0,0,0.0004,0.0038,0.0,0.2006
Alex Jones,unknown,1847,1,1,817.4,1,0,0,0.0001,0.0038,0.0,0.2006
James Laurence,unknown,1857,1,1,0.0,1,0,0,0.0,0.0038,0.0,0.2006
James Mullins & Co,unknown,1857,1,1,1709.3,1,0,0,0.0002,0.0038,0.0,0.2006
